STATE,STCNTY,COUNTYNAME,POP19,TAXFILERS,NUMDEP,NUMELDER,INCOME,NUMFARM,INCTAX,TEMPERATURE
AK,AK Aleutians East Borough,Aleutians East Borough,3337,0,0,0,0,0,0,41.74177095
AK,AK Aleutians West Census Area,Aleutians West Census Area,5634,0,0,0,0,0,0,41.74177095
AK,AK Anchorage Municipality,Anchorage Municipality,288000,136630,76690,27130,11059369000,150,1410476000,36.28482882
AK,AK Bethel Census Area,Bethel Census Area,18386,3090,2590,410,190402000,0,19987000,36.85331536
AK,AK Bristol Bay Borough,Bristol Bay Borough,836,0,0,0,0,0,0,37.22944444
AK,AK Denali Borough,Denali Borough,2097,600,300,130,45476000,0,5080000,28.24236512
AK,AK Dillingham Census Area,Dillingham Census Area,4916,0,0,0,0,0,0,37.22944444
AK,AK Fairbanks North Star Borough,Fairbanks North Star Borough,96849,37550,21630,6300,2538233000,120,267096000,27.31889511
AK,AK Haines Borough,Haines Borough,2530,1270,490,420,88825000,0,9628000,37.26596694
AK,AK Hoonah-Angoon Census Area,Hoonah-Angoon Census Area,2148,0,0,0,0,0,0,41.05067459
AK,AK Juneau City and Borough,Juneau City and Borough,31974,13340,6490,2880,1025163000,0,114428000,42.94302841
AK,AK Kenai Peninsula Borough,Kenai Peninsula Borough,58708,26830,13880,7960,1932840000,240,212138000,37.13678864
AK,AK Ketchikan Gateway Borough,Ketchikan Gateway Borough,13901,6280,3200,1610,437711000,0,49471000,42.94302841
AK,AK Kodiak Island Borough,Kodiak Island Borough,12998,6250,3910,1360,400538000,0,38110000,37.18737701
AK,AK Kusilvak Census Area,Kusilvak Census Area,8314,0,0,0,0,0,0,
AK,AK Lake and Peninsula Borough,Lake and Peninsula Borough,1592,0,0,0,0,0,0,37.22944444
AK,AK Matanuska-Susitna Borough,Matanuska-Susitna Borough,108317,31210,20990,6990,2273378000,200,241187000,30.0404858
AK,AK Nome Census Area,Nome Census Area,10004,0,0,0,0,0,0,39.4856077
AK,AK North Slope Borough,North Slope Borough,9832,0,0,0,0,0,0,21.92416636
AK,AK Northwest Arctic Borough,Northwest Arctic Borough,7621,0,0,0,0,0,0,37.63965594
AK,AK Petersburg Borough,Petersburg Borough,3266,0,0,0,0,0,0,
AK,AK Prince of Wales-Hyder Census Area,Prince of Wales-Hyder Census Area,6203,0,0,0,0,0,0,42.94302841
AK,AK Sitka City and Borough,Sitka City and Borough,8493,4470,1910,1170,316394000,0,35516000,42.94302841
AK,AK Skagway Municipality,Skagway Municipality,1183,0,0,0,0,0,0,37.26596694
AK,AK Southeast Fairbanks Census Area,Southeast Fairbanks Census Area,6893,2640,1790,770,164212000,60,15145000,23.29499738
AK,AK Valdez-Cordova Census Area,Valdez-Cordova Census Area,9202,3330,1750,740,245058000,0,27130000,38.5898931
AK,AK Wrangell City and Borough,Wrangell City and Borough,2502,0,0,0,0,0,0,42.94302841
AK,AK Yakutat City and Borough,Yakutat City and Borough,579,0,0,0,0,0,0,37.26596694
AK,AK Yukon-Koyukuk Census Area,Yukon-Koyukuk Census Area,5230,320,190,110,20087000,0,1788000,31.33766456
AL,AL Autauga County,Autauga County,55869,22740,15990,5150,1315034000,290,111885000,64.09730582
AL,AL Baldwin County,Baldwin County,223234,95380,56070,29150,6623663000,950,727952000,66.85037778
AL,AL Barbour County,Barbour County,24686,8080,5950,2030,356062000,330,28381000,65.58020896
AL,AL Bibb County,Bibb County,22394,8040,5950,1810,411914000,140,33225000,63.5118335
AL,AL Blount County,Blount County,57826,17560,12580,4200,912492000,680,68823000,62.63859582
AL,AL Bullock County,Bullock County,10101,4090,3400,950,146900000,190,9413000,64.78999258
AL,AL Butler County,Butler County,19448,7690,5850,1840,342837000,380,22986000,64.66308203
AL,AL Calhoun County,Calhoun County,113605,49690,32140,12870,2446690000,750,194241000,57.69247453
AL,AL Chambers County,Chambers County,33254,14050,9850,3160,590897000,230,41058000,62.18792741
AL,AL Cherokee County,Cherokee County,26196,8020,5100,2380,392360000,400,29413000,59.00134321
AL,AL Chilton County,Chilton County,44428,15350,11170,3480,795529000,400,63777000,64.00817108
AL,AL Choctaw County,Choctaw County,12589,4740,3310,1240,233278000,210,17602000,64.81297998
AL,AL Clarke County,Clarke County,23622,9710,7390,2380,482254000,370,38353000,65.37936842
AL,AL Clay County,Clay County,13235,5320,3470,1370,258222000,350,20278000,61.82007775
AL,AL Cleburne County,Cleburne County,14910,5450,3850,1290,277310000,310,21124000,60.59492082
AL,AL Coffee County,Coffee County,52342,20340,14270,4960,1166309000,560,100962000,65.40461581
AL,AL Colbert County,Colbert County,55241,22900,14090,6200,1241442000,550,110922000,60.45410369
AL,AL Conecuh County,Conecuh County,12067,4370,3330,1130,178128000,260,12388000,65.11287557
AL,AL Coosa County,Coosa County,10663,3930,2550,1120,179432000,90,12852000,62.80566026
AL,AL Covington County,Covington County,37049,15620,10660,4310,807953000,980,68778000,59.20200199
AL,AL Crenshaw County,Crenshaw County,13772,5240,3600,1300,242919000,390,18078000,64.70300618
AL,AL Cullman County,Cullman County,83768,32730,21640,8110,1768748000,1660,149104000,61.45140614
AL,AL Dale County,Dale County,49172,17260,11900,4220,845349000,400,67417000,65.80428856
AL,AL Dallas County,Dallas County,37196,15020,12650,3440,585036000,370,40245000,64.1468256
AL,AL DeKalb County,DeKalb County,71513,26120,19370,6010,1223308000,1870,94815000,58.85440861
AL,AL Elmore County,Elmore County,81209,37930,25480,9590,2217905000,660,189616000,63.09094465
AL,AL Escambia County,Escambia County,36633,13120,10040,3250,591432000,370,42489000,65.64827157
AL,AL Etowah County,Etowah County,102268,42170,28420,10920,2112443000,1000,176928000,63.2345704
AL,AL Fayette County,Fayette County,16302,5990,4270,1560,280290000,320,19043000,60.38458824
AL,AL Franklin County,Franklin County,31362,12510,9730,2770,569812000,820,40326000,60.69187637
AL,AL Geneva County,Geneva County,26271,10170,7030,2740,469191000,730,33609000,65.68183908
AL,AL Greene County,Greene County,8111,3080,2700,760,106124000,210,6215000,63.28515946
AL,AL Hale County,Hale County,14651,6910,5570,1470,299326000,340,20391000,63.63308734
AL,AL Henry County,Henry County,17205,7200,4710,2060,381198000,320,33226000,66.26696354
AL,AL Houston County,Houston County,105882,44580,30400,11200,2604253000,920,270880000,66.92535444
AL,AL Jackson County,Jackson County,51626,20890,13090,5650,1088368000,1200,94020000,59.65443128
AL,AL Jefferson County,Jefferson County,658573,292790,197650,69350,22193714000,820,2809295000,62.83733166
AL,AL Lamar County,Lamar County,13805,5560,3820,1510,269377000,340,19114000,61.0173755
AL,AL Lauderdale County,Lauderdale County,92729,37940,21580,10850,2154851000,1470,200489000,58.85657309
AL,AL Lawrence County,Lawrence County,32924,10280,6680,2550,501921000,1000,36006000,61.22640336
AL,AL Lee County,Lee County,164542,61450,42160,12320,3875805000,610,391537000,62.41934347
AL,AL Limestone County,Limestone County,98915,39610,27350,9120,2688066000,1010,267184000,60.66101256
AL,AL Lowndes County,Lowndes County,9726,4190,3520,950,163202000,230,10091000,64.46456019
AL,AL Macon County,Macon County,18068,6680,4610,1820,245789000,200,15886000,63.36010997
AL,AL Madison County,Madison County,372909,171510,103900,42790,13024309000,1430,1526640000,60.47722723
AL,AL Marengo County,Marengo County,18863,7450,5910,1850,368014000,390,30464000,63.95425153
AL,AL Marion County,Marion County,29709,10050,6750,2500,467846000,550,33296000,60.4313269
AL,AL Marshall County,Marshall County,96774,40840,29860,9860,2076494000,1590,176088000,62.18822568
AL,AL Mobile County,Mobile County,413210,168090,120750,38970,9113768000,1000,879481000,67.40742471
AL,AL Monroe County,Monroe County,20733,6900,5580,1720,318592000,290,23196000,65.87492382
AL,AL Montgomery County,Montgomery County,226486,94310,68610,22110,5417766000,890,561155000,65.17855443
AL,AL Morgan County,Morgan County,119679,53800,36660,13870,3090705000,1340,283388000,60.5422342
AL,AL Perry County,Perry County,8923,3080,2830,730,106960000,160,5618000,64.09557808
AL,AL Pickens County,Pickens County,19930,7230,5480,1780,323549000,380,22712000,63.25222631
AL,AL Pike County,Pike County,33114,13190,8590,3080,657424000,660,62240000,65.58020896
AL,AL Randolph County,Randolph County,22722,8740,6270,2240,409357000,600,30510000,61.34077535
AL,AL Russell County,Russell County,57961,22690,16920,4410,968387000,140,66794000,62.41934347
AL,AL Shelby County,Shelby County,217702,91830,62100,22450,8318975000,600,1060696000,63.78684067
AL,AL St Clair County,St. Clair County,89512,33190,22540,8120,1936099000,510,165483000,63.20080445
AL,AL Sumter County,Sumter County,12427,4330,3330,1060,161993000,280,10865000,63.55279629
AL,AL Talladega County,Talladega County,79978,30010,20870,7030,1385927000,450,102603000,62.71179444
AL,AL Tallapoosa County,Tallapoosa County,40367,14350,9330,4160,824126000,290,83340000,62.60399165
AL,AL Tuscaloosa County,Tuscaloosa County,209355,82590,55820,18460,5036880000,760,514657000,63.0848945
AL,AL Walker County,Walker County,63521,23760,16090,5910,1205057000,350,95360000,61.99603992
AL,AL Washington County,Washington County,16326,5870,4410,1450,314135000,400,24546000,65.51608142
AL,AL Wilcox County,Wilcox County,10373,4020,3500,920,154268000,190,10106000,64.42143284
AL,AL Winston County,Winston County,23629,9340,6140,2340,466644000,480,38888000,60.93409202
AR,AR Arkansas County,Arkansas County,17486,7510,5060,2140,412857000,220,38442000,63.16810842
AR,AR Ashley County,Ashley County,19657,7720,5640,2120,376927000,220,28438000,63.29005511
AR,AR Baxter County,Baxter County,41932,16700,7940,6680,851481000,390,75459000,57.57971386
AR,AR Benton County,Benton County,279141,104430,74690,22650,13800724000,1860,1748278000,59.27848514
AR,AR Boone County,Boone County,37432,14280,8890,3850,696843000,1170,52897000,56.53919429
AR,AR Bradley County,Bradley County,10763,3970,3330,990,174546000,160,12090000,62.1933122
AR,AR Calhoun County,Calhoun County,5189,1420,930,390,72652000,50,5457000,62.14423743
AR,AR Carroll County,Carroll County,28380,12110,7460,3850,558920000,1010,43332000,56.50684015
AR,AR Chicot County,Chicot County,10118,3790,3000,1120,174665000,150,14992000,64.74577175
AR,AR Clark County,Clark County,22320,8550,5530,2320,421671000,330,32959000,62.43749731
AR,AR Clay County,Clay County,14551,5360,3430,1440,240784000,280,16740000,59.84715909
AR,AR Cleburne County,Cleburne County,24919,10030,5530,3610,518726000,630,41821000,60.34311173
AR,AR Cleveland County,Cleveland County,7956,2880,2020,760,152033000,130,11349000,61.66160326
AR,AR Columbia County,Columbia County,23457,8410,6020,2170,434983000,360,36137000,63.2404844
AR,AR Conway County,Conway County,20846,7730,5380,2100,399561000,610,31802000,60.79510576
AR,AR Craighead County,Craighead County,110332,41340,29960,8330,2399654000,450,234262000,59.61327533
AR,AR Crawford County,Crawford County,63257,23740,17310,5520,1187375000,730,88101000,60.09287273
AR,AR Crittenden County,Crittenden County,47955,18920,15880,3640,882943000,100,71547000,61.38113072
AR,AR Cross County,Cross County,16419,6530,5080,1570,306342000,180,22441000,61.50736811
AR,AR Dallas County,Dallas County,7009,2620,1780,750,115502000,50,8467000,61.62532941
AR,AR Desha County,Desha County,11361,4760,3690,1240,215777000,150,15751000,63.82772507
AR,AR Drew County,Drew County,18219,5900,4420,1340,308216000,210,25917000,63.53094038
AR,AR Faulkner County,Faulkner County,126007,49110,32960,10280,2986386000,1310,281836000,61.27720081
AR,AR Franklin County,Franklin County,17715,6600,4560,1720,325285000,620,24066000,60.88275781
AR,AR Fulton County,Fulton County,12477,3690,2470,1130,157383000,600,9897000,57.38145956
AR,AR Garland County,Garland County,99386,45310,24070,16760,2609457000,400,254533000,60.87724395
AR,AR Grant County,Grant County,18265,6750,4490,1690,380955000,230,30921000,61.97221229
AR,AR Greene County,Greene County,45325,16740,11950,3540,844922000,440,65049000,60.20819766
AR,AR Hempstead County,Hempstead County,21532,7180,5950,1590,285049000,460,16555000,62.5825533
AR,AR Hot Spring County,Hot Spring County,33771,11170,7500,2940,525961000,380,37161000,61.78481938
AR,AR Howard County,Howard County,13202,5760,4420,1370,257434000,530,17969000,62.05379574
AR,AR Independence County,Independence County,37825,13540,9610,3230,701963000,730,59323000,60.10661535
AR,AR Izard County,Izard County,13629,4720,2850,1550,211916000,610,14845000,57.99965272
AR,AR Jackson County,Jackson County,16719,4650,3130,1210,205032000,90,15226000,61.16625856
AR,AR Jefferson County,Jefferson County,66824,26360,19210,6620,1192880000,200,93001000,62.74160949
AR,AR Johnson County,Johnson County,26578,9300,7290,2080,416164000,450,29044000,61.08556707
AR,AR Lafayette County,Lafayette County,6624,2230,1610,560,91819000,190,6019000,63.26733953
AR,AR Lawrence County,Lawrence County,16406,6460,4430,1600,278830000,520,17229000,58.89256776
AR,AR Lee County,Lee County,8857,2330,1930,670,95994000,50,7364000,61.68019512
AR,AR Lincoln County,Lincoln County,13024,3490,2640,890,164015000,150,11560000,63.18536307
AR,AR Little River County,Little River County,12259,4650,3120,1300,216977000,280,15190000,63.26838713
AR,AR Logan County,Logan County,21466,8510,5850,2230,370672000,810,24003000,61.06308773
AR,AR Lonoke County,Lonoke County,73309,31480,22850,7050,1853354000,600,154707000,62.25913926
AR,AR Madison County,Madison County,16576,6160,4430,1560,291405000,900,21347000,60.33273544
AR,AR Marion County,Marion County,16694,5580,2860,2140,247394000,340,17315000,58.45779346
AR,AR Miller County,Miller County,43257,16950,11740,3990,844897000,450,70880000,64.37107317
AR,AR Mississippi County,Mississippi County,40651,14470,12390,2940,668229000,130,51645000,61.39253798
AR,AR Monroe County,Monroe County,6701,2770,1980,740,116579000,70,8381000,62.62274707
AR,AR Montgomery County,Montgomery County,8986,2690,1520,990,117176000,240,8141000,60.5811859
AR,AR Nevada County,Nevada County,8252,3190,2320,850,129632000,280,7904000,62.65894924
AR,AR Newton County,Newton County,7753,2740,1710,860,106724000,430,5833000,60.37639264
AR,AR Ouachita County,Ouachita County,23382,9410,6470,2510,443325000,160,33583000,62.52872206
AR,AR Perry County,Perry County,10455,4030,2770,1130,204386000,350,15205000,60.85579926
AR,AR Phillips County,Phillips County,17782,6510,5650,1630,248578000,90,17313000,62.61591278
AR,AR Pike County,Pike County,10718,3780,2620,970,167534000,300,11519000,62.83332901
AR,AR Poinsett County,Poinsett County,23528,8740,6590,1960,380020000,190,26296000,61.13888043
AR,AR Polk County,Polk County,19964,7310,4900,2190,328020000,710,23968000,60.31100996
AR,AR Pope County,Pope County,64072,24600,17160,5520,1335156000,870,114509000,61.55434561
AR,AR Prairie County,Prairie County,8062,2700,1820,780,130493000,130,9012000,62.52320661
AR,AR Pulaski County,Pulaski County,391911,168040,107510,41140,11754655000,630,1429907000,57.67209084
AR,AR Randolph County,Randolph County,17958,6240,4450,1440,274267000,510,18423000,58.81087771
AR,AR Saline County,Saline County,122437,50030,34850,11210,3024692000,370,268882000,61.65481091
AR,AR Scott County,Scott County,10281,2860,2230,670,113238000,330,6778000,60.65345946
AR,AR Searcy County,Searcy County,7881,2840,1800,860,102755000,580,5932000,60.37639264
AR,AR Sebastian County,Sebastian County,127827,51290,35890,12050,2870870000,800,283767000,60.91198719
AR,AR Sevier County,Sevier County,17007,5940,5460,1160,255037000,450,15643000,62.30896417
AR,AR Sharp County,Sharp County,17442,6930,4370,2190,290874000,590,19700000,57.66452439
AR,AR St Francis County,St. Francis County,24994,7740,6120,1830,295824000,120,19701000,61.54686543
AR,AR Stone County,Stone County,12506,4160,2600,1450,174694000,380,11527000,58.02578228
AR,AR Union County,Union County,38682,16070,11760,3990,985818000,250,105229000,62.67422316
AR,AR Van Buren County,Van Buren County,16545,5530,3290,1970,258781000,440,19406000,60.69337685
AR,AR Washington County,Washington County,239187,102560,70410,18920,6750998000,2350,752212000,60.00217043
AR,AR White County,White County,78753,29580,21310,7080,1554224000,1320,126032000,61.56560663
AR,AR Woodruff County,Woodruff County,6320,2330,1650,640,100694000,70,7501000,61.65168565
AR,AR Yell County,Yell County,21341,8120,6270,1810,356440000,620,23719000,61.43738581
AZ,AZ Apache County,Apache County,71887,6020,5050,1940,297758000,170,20925000,53.30904648
AZ,AZ Cochise County,Cochise County,125922,49430,32380,16460,2627151000,310,220121000,60.58868108
AZ,AZ Coconino County,Coconino County,143476,38480,21910,8370,2376452000,170,243761000,55.12358087
AZ,AZ Gila County,Gila County,54018,16200,8890,7010,898746000,30,80627000,61.92088045
AZ,AZ Graham County,Graham County,38837,10260,9320,2320,567953000,120,42061000,66.44616514
AZ,AZ Greenlee County,Greenlee County,9498,3460,2980,670,214494000,50,17213000,58.76194748
AZ,AZ La Paz County,La Paz County,21108,4790,3540,1590,210092000,30,15608000,72.09911727
AZ,AZ Maricopa County,Maricopa County,4485414,1895610,1250490,436700,1.45E+11,1250,17784220000,68.88305682
AZ,AZ Mohave County,Mohave County,212181,77610,38580,30350,3929400000,80,342736000,67.76436609
AZ,AZ Navajo County,Navajo County,110924,25220,19670,8030,1252269000,240,98280000,53.1458755
AZ,AZ Pima County,Pima County,1047279,440400,260810,132110,28372924000,240,2985103000,62.04458324
AZ,AZ Pinal County,Pinal County,462789,145580,104040,44620,8168610000,290,661796000,34.65060228
AZ,AZ Santa Cruz County,Santa Cruz County,46498,19360,18510,4490,860751000,60,59972000,63.14800966
AZ,AZ Yavapai County,Yavapai County,235099,102280,43010,46250,6680506000,210,696321000,56.95906819
AZ,AZ Yuma County,Yuma County,213787,64330,53360,15230,3351094000,210,285700000,72.80278919
CA,CA Alameda County,Alameda County,1671329,789890,459800,166490,87818570000,450,13346890000,59.22675146
CA,CA Alpine County,Alpine County,1129,380,200,160,24279000,0,2206000,46.7646505
CA,CA Amador County,Amador County,39752,16540,7510,6930,1163141000,260,120949000,61.34912531
CA,CA Butte County,Butte County,219186,83100,48530,22820,5276892000,1330,532527000,60.0617794
CA,CA Calaveras County,Calaveras County,45905,17960,8590,7310,1266854000,300,129378000,62.64275692
CA,CA Colusa County,Colusa County,21547,8990,8290,1900,524268000,390,43144000,61.67827807
CA,CA Contra Costa County,Contra Costa County,1153526,541060,347280,139170,64596997000,560,9813102000,56.56499375
CA,CA Del Norte County,Del Norte County,27812,9640,6540,2890,502659000,30,42157000,55.07731847
CA,CA El Dorado County,El Dorado County,192843,83420,45790,28650,8649295000,670,1184045000,54.04708996
CA,CA Fresno County,Fresno County,999101,390680,347800,75960,22722102000,3290,2213187000,60.57018483
CA,CA Glenn County,Glenn County,28393,11130,8890,2790,620260000,760,50712000,62.3434421
CA,CA Humboldt County,Humboldt County,135558,52800,27180,14950,2984447000,450,279531000,55.28336447
CA,CA Imperial County,Imperial County,181215,71350,73370,11970,3225117000,210,238800000,73.29213944
CA,CA Inyo County,Inyo County,18039,8130,4380,2820,522602000,40,51418000,60.75778282
CA,CA Kern County,Kern County,900202,330910,311920,59970,18652716000,670,1670598000,62.93680547
CA,CA Kings County,Kings County,152940,53070,51380,9010,2768849000,460,209091000,63.78918628
CA,CA Lake County,Lake County,64386,23770,15360,7540,1239170000,290,103927000,54.25228687
CA,CA Lassen County,Lassen County,30573,9210,5840,2750,569348000,160,49160000,47.39261756
CA,CA Los Angeles County,Los Angeles County,10039107,4579090,2900950,888040,3.87E+11,460,55721628000,64.24781382
CA,CA Madera County,Madera County,157327,58130,55320,13170,3140981000,660,261299000,54.87210117
CA,CA Marin County,Marin County,258826,120710,61750,42350,25325632000,150,4884718000,58.34590057
CA,CA Mariposa County,Mariposa County,17203,6460,2820,2600,377357000,170,35313000,51.82146446
CA,CA Mendocino County,Mendocino County,86749,37510,22070,12280,2207038000,570,209159000,53.04358669
CA,CA Merced County,Merced County,277680,104630,102800,18550,5232357000,1510,399396000,63.66906707
CA,CA Modoc County,Modoc County,8841,2560,1520,930,129758000,160,9959000,48.50329851
CA,CA Mono County,Mono County,14444,5140,2830,1130,349609000,0,37002000,50.7492138
CA,CA Monterey County,Monterey County,434061,179460,152880,39200,13018886000,400,1482526000,58.27588655
CA,CA Napa County,Napa County,137744,66390,41620,19060,6802933000,690,942047000,59.91878806
CA,CA Nevada County,Nevada County,99755,42230,18320,16840,3397818000,340,406477000,53.8133328
CA,CA Orange County,Orange County,3175692,1483080,934350,342650,1.46E+11,420,20889643000,62.11712495
CA,CA Placer County,Placer County,398329,179280,109520,56670,18144502000,890,2359234000,54.84483203
CA,CA Plumas County,Plumas County,18807,7460,3560,3000,444284000,40,40067000,49.00368204
CA,CA Riverside County,Riverside County,2470546,992570,788350,211290,61311699000,1270,5784749000,61.22487479
CA,CA Sacramento County,Sacramento County,1552058,695740,466770,156410,47788351000,1060,5188827000,60.90389282
CA,CA San Benito County,San Benito County,62808,27240,22570,5440,2175347000,340,250098000,58.44158403
CA,CA San Bernardino County,San Bernardino County,2180085,0,0,0,0,0,0,
CA,CA San Diego County,San Diego County,3338330,1528330,941790,338930,1.29E+11,2580,16452063000,57.39140863
CA,CA San Francisco County,San Francisco County,881549,473180,150690,91040,82746337000,370,16110723000,53.30634056
CA,CA San Joaquin County,San Joaquin County,762148,314340,265450,62540,19926149000,2200,1931213000,57.34034287
CA,CA San Luis Obispo County,San Luis Obispo County,283111,0,0,0,0,0,0,
CA,CA San Mateo County,San Mateo County,766573,387920,211000,96310,76569822000,270,15037784000,56.56170448
CA,CA Santa Barbara County,Santa Barbara County,446499,188290,129150,47870,16654471000,760,2223951000,61.60441918
CA,CA Santa Clara County,Santa Clara County,1927852,893470,552380,179580,1.53E+11,690,28048358000,56.47427834
CA,CA Santa Cruz County,Santa Cruz County,273213,129380,76630,35830,12653338000,410,1827924000,58.54260869
CA,CA Shasta County,Shasta County,180080,69660,40350,21480,4220315000,820,400216000,59.23314353
CA,CA Sierra County,Sierra County,3005,850,430,360,51867000,0,4436000,49.8197728
CA,CA Siskiyou County,Siskiyou County,43539,18440,10280,6750,973905000,460,82885000,52.63027203
CA,CA Solano County,Solano County,447643,208760,131490,52440,15139799000,440,1595546000,61.15318594
CA,CA Sonoma County,Sonoma County,494336,233350,123260,71880,20976652000,1600,2682708000,58.16249239
CA,CA Stanislaus County,Stanislaus County,550660,226030,188780,45460,13695368000,2730,1315820000,63.53783998
CA,CA Sutter County,Sutter County,96971,39610,31410,9230,2330262000,770,208164000,62.50039738
CA,CA Tehama County,Tehama County,65084,28050,20170,7790,1522940000,1000,128870000,58.11494147
CA,CA Trinity County,Trinity County,12285,2090,920,930,97221000,30,7665000,55.50098305
CA,CA Tulare County,Tulare County,466195,170820,170400,29830,8742934000,2190,719413000,60.47168189
CA,CA Tuolumne County,Tuolumne County,54478,23950,11140,9560,1562598000,240,154361000,59.72069031
CA,CA Ventura County,Ventura County,846006,391280,260830,99400,34567171000,1050,4485457000,63.62385042
CA,CA Yolo County,Yolo County,220500,88600,57130,20780,7242593000,680,869874000,62.46097404
CA,CA Yuba County,Yuba County,78668,29900,25670,5890,1550924000,420,114720000,54.8108529
CO,CO Adams County,Adams County,517421,216430,141960,36830,13427122000,600,1276534000,51.05205853
CO,CO Alamosa County,Alamosa County,16233,6670,4300,1550,334151000,210,27840000,42.85948804
CO,CO Arapahoe County,Arapahoe County,656590,324540,193120,68140,27297876000,510,3587584000,48.4050072
CO,CO Archuleta County,Archuleta County,14029,5980,2630,2270,387858000,130,39212000,44.45568697
CO,CO Baca County,Baca County,3581,1290,750,460,64113000,260,5304000,53.97576642
CO,CO Bent County,Bent County,5577,1380,930,450,56670000,150,3676000,54.31557297
CO,CO Boulder County,Boulder County,326196,161970,77220,40340,18142787000,820,2674743000,49.09372916
CO,CO Broomfield County,Broomfield County,70465,37640,21110,8750,3983653000,70,548862000,34.62686795
CO,CO Chaffee County,Chaffee County,20356,9060,3360,3390,665103000,150,71677000,44.49036364
CO,CO Cheyenne County,Cheyenne County,1831,630,430,190,39788000,130,3803000,52.62226376
CO,CO Clear Creek County,Clear Creek County,9700,1730,540,470,109000000,0,10803000,36.89838674
CO,CO Conejos County,Conejos County,8205,2190,1760,640,94292000,280,5584000,41.60263979
CO,CO Costilla County,Costilla County,3887,1190,660,420,48632000,50,3389000,44.49925202
CO,CO Crowley County,Crowley County,6061,1070,720,340,44685000,140,2827000,53.54556996
CO,CO Custer County,Custer County,5068,2150,750,1070,145610000,130,14717000,47.71633194
CO,CO Delta County,Delta County,31162,13360,7190,5000,689229000,1020,54246000,48.68352165
CO,CO Denver County,Denver County,727211,350360,156410,54410,33203530000,140,5102947000,50.45247245
CO,CO Dolores County,Dolores County,2055,660,350,250,32070000,110,2194000,46.38943598
CO,CO Douglas County,Douglas County,351154,165610,109570,37310,20964483000,880,3082483000,49.40513307
CO,CO Eagle County,Eagle County,55127,14410,7400,2850,1848197000,60,291356000,38.95216648
CO,CO El Paso County,El Paso County,720403,323610,197940,71160,22963354000,1060,2475515000,37.37260196
CO,CO Elbert County,Elbert County,26729,8690,4820,2500,796570000,530,96364000,49.39555777
CO,CO Fremont County,Fremont County,47839,17100,8360,6010,920364000,470,77629000,48.71357903
CO,CO Garfield County,Garfield County,60061,29060,18390,6220,2440235000,420,310729000,44.46320805
CO,CO Gilpin County,Gilpin County,6243,1890,700,550,135175000,0,14321000,40.15198883
CO,CO Grand County,Grand County,15734,4130,1740,1210,293595000,70,31619000,36.94988182
CO,CO Gunnison County,Gunnison County,17462,7710,3030,1670,551712000,80,60684000,36.72233494
CO,CO Hinsdale County,Hinsdale County,820,350,150,160,24275000,0,2137000,36.37070349
CO,CO Huerfano County,Huerfano County,6897,2590,1150,1150,120790000,130,9831000,50.60529873
CO,CO Jackson County,Jackson County,1392,530,230,160,27438000,40,2449000,38.16562143
CO,CO Jefferson County,Jefferson County,582881,319210,143360,83090,28813845000,670,3751217000,49.10853034
CO,CO Kiowa County,Kiowa County,1406,530,340,190,29425000,130,2291000,53.12182751
CO,CO Kit Carson County,Kit Carson County,7097,2990,2010,920,163907000,450,13437000,51.09531174
CO,CO La Plata County,La Plata County,56221,22920,10000,6700,1960211000,500,243679000,45.18266563
CO,CO Lake County,Lake County,8127,3630,1730,660,195879000,0,17246000,35.89435593
CO,CO Larimer County,Larimer County,356899,164400,76680,42580,13365427000,1510,1608836000,46.8980313
CO,CO Las Animas County,Las Animas County,14506,5540,2800,1890,278641000,160,24823000,51.81774485
CO,CO Lincoln County,Lincoln County,5701,1870,1180,570,101189000,250,7775000,50.23760265
CO,CO Logan County,Logan County,22409,8360,4700,2410,487343000,650,44826000,49.44117164
CO,CO Mesa County,Mesa County,154210,68700,36930,20100,4352196000,1280,431460000,51.09933831
CO,CO Mineral County,Mineral County,769,390,130,160,25576000,0,2420000,36.37070349
CO,CO Moffat County,Moffat County,13283,5160,3370,1210,298385000,180,24749000,45.38027099
CO,CO Montezuma County,Montezuma County,26183,10770,5500,3800,638659000,690,65371000,50.2340983
CO,CO Montrose County,Montrose County,42758,18420,10340,6150,1050405000,740,91334000,46.68571749
CO,CO Morgan County,Morgan County,29068,13410,9400,2950,747005000,570,61923000,48.90948538
CO,CO Otero County,Otero County,18278,7020,4950,2000,313908000,430,21345000,53.87195894
CO,CO Ouray County,Ouray County,4952,1580,530,670,176559000,30,25273000,43.646
CO,CO Park County,Park County,18845,6580,2570,2120,460129000,30,46801000,37.9601
CO,CO Phillips County,Phillips County,4265,1980,1470,610,119695000,250,10042000,49.93682834
CO,CO Pitkin County,Pitkin County,17767,5020,1690,1200,1056534000,0,186229000,40.87793432
CO,CO Prowers County,Prowers County,12172,4790,3560,1290,233610000,360,17885000,53.30372973
CO,CO Pueblo County,Pueblo County,168424,70300,42190,19170,3760493000,500,335701000,50.70723332
CO,CO Rio Blanco County,Rio Blanco County,6324,2570,1900,740,172909000,180,15283000,45.63285323
CO,CO Rio Grande County,Rio Grande County,11267,4930,2900,1520,269513000,240,23845000,42.13885715
CO,CO Routt County,Routt County,25638,7720,3450,1790,843259000,220,119896000,40.4550314
CO,CO Saguache County,Saguache County,6824,2060,1390,550,82136000,110,5305000,42.78328737
